Close	High	Low	Open	Volume	datetime	companyName	SMA20	SMA40	tipo_vela	pivotHigh	pivotLow	isPivot	dif_pivot	dif_ant1	dif_ant2	cncf01	PM40_PM20	trendH	trendcurrhigh	bearishSlope	ind_posicion	promVol	sl_highs	r_sq_h	isBreakOut	isBreakOutIni	breakpointpos	isBreakOutFinal	caso
557.3200073242188	560.3699951171875	557.1099853515625	559.760009765625	5945017	2024-07-11 14:30:00+00:00	SPY	557.177456665039	554.0864974975586						2.45001220703125	3.94000244140625	0	-3.090959167480378				-1	6169620.25	-0.7312734486093242	0.9810035828367618					1
557.2050170898438	557.5900268554688	556.1799926757812	557.3200073242188	5969436	2024-07-11 15:30:00+00:00	SPY	557.2927062988281	554.3833724975586						0.114990234375	2.56500244140625	0	-2.9093338012694403				-1	6169620.25	-0.7312734486093242	0.9810035828367618					1
557.0800170898438	557.77001953125	555.8800048828125	557.2098999023438	4159995	2024-07-11 16:30:00+00:00	SPY	557.385708618164	554.6588729858398						0.125	0.239990234375	0	-2.726835632324196				-1	6169620.25	-0.7312734486093242	0.9810035828367618					1
556.25	557.0900268554688	555.8300170898438	557.0900268554688	3413299	2024-07-11 17:30:00+00:00	SPY	557.4672576904297	554.9192474365234			555.8290170898438	2.0	-5.547987792968797	0.83001708984375	0.95501708984375	0	-2.548010253906341				-1	6169620.25	-0.7312734486093242	0.9810035828367618					1
556.5579833984375	557.489990234375	556.1900024414062	556.22998046875	4778361	2024-07-11 18:30:00+00:00	SPY	557.5281555175782	555.1667098999023						-0.3079833984375	0.52203369140625	0	-2.3614456176758267				-1	6169620.25	-0.7312734486093242	0.9810035828367618					1
556.4199829101562	557.5700073242188	556.4000244140625	556.5599975585938	10326962	2024-07-11 19:30:00+00:00	SPY	557.5481536865234	555.3840850830078						0.13800048828125	-0.16998291015625	0	-2.1640686035156023				-1	6169620.25	-0.7312734486093242	0.9810035828367618					1
559.780029296875	559.8599853515625	557.1500244140625	557.6300048828125	8056066	2024-07-12 13:30:00+00:00	SPY	557.7346557617187	555.6792114257812						-3.36004638671875	-3.2220458984375	0	-2.0554443359375227				-1	6169620.25	-0.7312734486093242	0.9810035828367618					1
561.7205200195312	561.72998046875	559.6799926757812	559.780029296875	6205261	2024-07-12 14:30:00+00:00	SPY	557.986181640625	555.9979751586914	Marubozu					-1.94049072265625	-5.300537109375	0	-1.9882064819336165				-1	6169620.25	-0.7312734486093242	0.9810035828367618					1
560.6400146484375	561.760009765625	560.1300048828125	561.7100219726562	3585984	2024-07-12 15:30:00+00:00	SPY	558.2181823730468	556.2844757080078						1.08050537109375	-0.8599853515625	0	-1.9337066650390398				-1	6169620.25	-0.7312734486093242	0.9810035828367618					1
562.4299926757812	562.4299926757812	560.4400024414062	560.6300048828125	4013529	2024-07-12 16:30:00+00:00	SPY	558.5524322509766	556.5944747924805	Engulfing					-1.78997802734375	-0.70947265625	0	-1.9579574584961392				-1	6169620.25	-0.7312734486093242	0.9810035828367618					1
562.9949951171875	563.6699829101562	562.22998046875	562.4249877929688	5206583	2024-07-12 17:30:00+00:00	SPY	558.9129333496094	556.890852355957						-0.56500244140625	-2.35498046875	0	-2.0220809936523665				-1	6169620.25	-0.7312734486093242	0.9810035828367618					1
562.8200073242188	563.2949829101562	562.5599975585938	563.0	4062451	2024-07-12 18:30:00+00:00	SPY	559.2614349365234	557.1589782714843						0.17498779296875	-0.3900146484375	0	-2.1024566650390852				-1	6169620.25	-0.7312734486093242	0.9810035828367618					1
559.9000244140625	562.8200073242188	558.9500122070312	562.8200073242188	12466985	2024-07-12 19:30:00+00:00	SPY	559.3884368896485	557.3337295532226						2.91998291015625	3.094970703125	0	-2.0547073364258495				-1	6169620.25	-0.7312734486093242	0.9810035828367618					1
